x,y,z,w,name
33.8,20.4,51.89973391,98.85118202,642
33.85,20,51.73199436,16.31565622,643
34.15,19.3,43.36175882,35.20529519,644
34.85,18.85,44.05852969,68.00494505,645
35.3,18.55,83.49965202,1.345714585,646
35.4,19.35,82.62899856,48.00108437,647
34.55,19.75,87.05202315,54.08634095,648
35.05,20,68.52424012,36.17027019,649
35.95,19.85,41.02224428,81.74676961,650
36.35,20.6,26.68762352,91.1231645,651
35.5,20.55,52.25658922,81.71522069,652
34.45,20.65,15.53361339,95.31391812,653
34.4,21.25,72.76029362,50.93648232,654
35,21.05,38.25565853,23.27193603,655
35.75,21.3,74.02882412,84.65113587,656
35.05,21.5,21.82700249,10.03789253,657
34.6,22.05,2.235414768,0.45599721,658
34.2,21.75,10.27498099,90.27796793,659
36.25,21.95,9.175239612,27.93633643,660
35.7,22.3,86.27472401,80.59478636,661
35.5,22.9,64.97680581,66.15274012,662
35.85,23.25,81.58522661,60.77399697,663
36.3,23.8,53.55784336,8.668459593,664
35.45,24.1,81.43325853,14.36970461,665
34.9,23.5,6.549620995,71.43734292,666
34.2,22.9,94.04088771,30.22910775,667
33.85,23.3,16.14581356,9.335100601,668
33.25,23.35,72.64028773,58.02583713,669
32.45,23.7,84.28112403,64.01103657,670
33.6,23.9,3.041052467,19.97076253,671
34.25,23.95,72.75729602,26.78965634,672
34.25,24.1,0.28458369,61.72132203,673
35.4,24.7,98.94247506,84.77722662,674
35.15,25.3,63.12442621,88.8218245,675
34.4,24.9,26.25622512,20.9485388,676
33.7,24.85,96.54480379,38.91049902,677
32.25,24.45,87.57746519,34.23567556,678
32.5,24.7,48.80788387,88.11005747,679
31.45,24.45,53.91097586,38.44653319,680
31.55,25.2,71.61270148,90.23832167,681
31.05,25,73.76046913,44.85028767,682
30.25,24.3,1.612501042,98.61151779,683
29.8,24.8,34.34292206,45.30852224,684
29.6,25.5,56.67947294,46.06219899,685
29.7,26.05,6.226263202,84.34102858,686
30.5,25.5,15.52246154,79.9717472,687
30.65,26,42.05286813,0.283406273,688
31.25,26.05,91.30201184,63.10961871,689
31.45,26.95,40.91993688,25.87104936,690
30.75,26.9,36.0714763,56.49007671,691
30.65,27.15,24.29826509,44.26397049,692
31.25,27.85,36.40541854,63.81202975,693
31.85,27.75,60.56420374,91.54241115,694
32.7,28.2,20.77812331,73.09177886,695
33.25,27.55,21.086659,56.07529877,696
32.4,27.1,86.63546432,15.55554474,697
32.15,26.65,12.01690873,45.88941303,698
32.35,25.95,50.10257818,10.38147046,699
32.95,25.5,23.8932789,66.89938451,700
33.85,26.05,24.86834156,32.2255415,701
33.05,26.5,99.77452461,21.48291621,702
33.65,27,81.78698055,28.61875975,703
34.1,27.35,49.30141411,48.43181895,704
34.2,27.95,41.03797722,28.96052516,705
34.65,26.85,32.26456846,46.27869151,706
35.25,26,7.901990664,98.32907236,707
35.7,26.15,24.50348631,64.5958399,708
34.4,25.6,8.747786368,1.864305676,709
21.3,20.8,78.46836352,25.88424308,710
20.15,20.9,40.0667363,28.61557743,711
19.2,21.35,64.69233459,81.4277559,712
19.1,21.85,84.98213199,48.54338442,713
18.45,22.8,67.54357245,91.89807715,714
18.75,22.95,3.580784086,69.13098303,715
19.4,23,92.67528825,63.74860442,716
19.55,22.25,15.93578926,60.82806839,717
19.8,21.85,50.93200353,27.0851077,718
20.5,21.85,9.702510925,24.28622941,719
21.45,21.45,63.71288493,96.98704721,720
21.7,21.9,94.90480239,37.00826056,721
21.4,22.3,36.71228583,34.4998103,722
21,22.6,2.05937215,1.483709719,723
21.15,22.95,31.6773436,97.88755548,724
20.5,22.85,94.06284808,99.48071103,725
19.75,23.65,9.489581222,34.82612079,726
19.2,23.7,48.14210039,10.96898151,727
18.45,24.35,97.7991283,63.77555017,728
20.65,23.85,96.99437989,54.18425115,729
20.65,24.3,44.33264913,16.46021522,730
19.7,24.6,59.65050633,21.32182025,731
20.15,25.05,9.97105651,68.76610636,732
22.15,25.1,24.43201091,85.53647297,733
21.6,24.65,60.79539829,58.94734067,734
21.7,23.8,87.20671436,53.3326507,735
21.9,23.65,86.51105301,75.63716831,736
22.55,23.5,92.33436219,31.79611114,737
22.55,24.3,64.43507737,81.06985694,738
23.3,24.45,3.752836855,28.61241657,739
24.25,24.35,18.65974433,68.01992585,740
23.8,25.25,39.1370653,23.73964861,741
23.4,23.8,25.87006663,80.94039077,742
22.9,23.2,41.43591125,0.251812911,743
22.3,22.8,5.364034155,41.54034126,744
22.2,22.4,92.10903626,68.50097572,745
23.1,21.7,9.140704153,57.00519169,746
22.85,21.9,84.43678998,85.72465557,747
22.65,21.1,59.75450532,6.480662635,748
23.15,22.6,77.9613134,91.80483365,749
24.1,21.9,70.82556874,63.58850145,750
24.7,22.2,23.21444084,7.207028087,751
24.3,22.6,97.57706878,74.67614211,752
24.15,23.3,58.6462186,35.81688438,753
23.9,23.45,92.8882977,17.11175566,754
5.2,2.15,5.651429757,89.75732502,755
6.35,1.95,61.71032026,6.808969467,756
6.75,2.3,38.73206741,14.64448001,757
5.9,2.4,81.48161642,20.9011279,758
5.4,2.7,97.20086657,57.21180775,759
4.85,2.9,84.49511549,33.21860287,760
4.85,3.35,56.22304319,1.254186914,761
5.15,3.45,82.56761254,58.78702427,762
5.7,3.45,65.97741845,44.61920149,763
6.2,3,20.72277342,95.34110004,764
6.2,3.2,46.6233527,78.01731719,765
7.65,2.15,16.59116612,8.639557915,766
7.2,2.75,71.05304131,31.1892411,767
6.75,3.2,88.88977034,1.270712449,768
6.75,3.55,27.66202535,86.92482386,769
6.65,3.8,75.23652007,4.081537218,770
5.8,4,81.90057714,61.11313585,771
4.95,4.05,48.78125825,80.37187761,772
5.1,4.35,4.061978486,13.64367422,773
5.7,4.45,1.832716412,28.72409601,774
5.45,4.85,59.89227344,23.8772159,775
6.7,4.8,89.7357275,8.526539694,776
6.55,5.05,38.53818034,81.57939775,777
7.2,4.9,31.83004057,42.1852843,778
6.2,4.25,89.24669372,63.01003022,779
7.1,4.3,71.29114078,36.29628313,780
7.85,4.5,97.92132391,15.70770829,781
7.6,4.15,9.652403198,58.93434171,782
7.25,3.55,94.48373416,21.37347526,783
7.8,3.35,30.70789394,67.84611524,784
8.05,2.75,18.3909985,2.59535002,785
8.5,3.25,13.18995215,87.07439042,786
8.1,3.55,24.4662386,46.78276727,787
8.15,4,0.498276817,1.782894778,788
